borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,building_age
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3423,24,C0,184 COVERT STREET,11207,3,0,3,1792.0,2418.0,1925,1,C0,800000.0,2017-01-27,92
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3424,71,C0,215 SCHAEFER STREET,11207,3,0,3,1950.0,2808.0,1899,1,C0,925000.0,2017-05-03,118
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3429,6,C0,154 SCHAEFER STREET,11207,3,0,3,1800.0,3135.0,2006,1,C0,1175000.0,2017-04-28,11
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3430,26,C0,250 SCHAEFFER STREET,11207,3,0,3,2000.0,3600.0,1915,1,C0,1035000.0,2017-05-09,102
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3430,133,C0,1309 DECATUR STREET,11207,3,0,3,1370.0,3300.0,2004,1,C0,1730000.0,2016-09-30,12
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3432,19,C0,990 DECATUR STREET,11207,3,0,3,1950.0,3219.0,1910,1,C0,1250000.0,2017-06-02,107
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3433,45,C0,89A COOPER ST,11207,3,0,3,1600.0,2592.0,2007,1,C0,875000.0,2017-03-22,10
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3435,12,C0,1198 DECATUR STREET,11207,3,0,3,2000.0,1924.0,2006,1,C0,1085000.0,2016-10-26,10
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3435,20,C0,1214 DECATUR STREET,11207,3,0,3,1850.0,2775.0,1899,1,C0,1485000.0,2017-03-17,118
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3435,47,C0,173 COOPER STREET,11207,3,0,3,1875.0,2632.0,1901,1,C0,750000.0,2017-05-04,116
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3435,49,C0,171 COOPER STREET,11207,3,0,3,1875.0,3093.0,1910,1,C0,1155000.0,2017-08-01,107
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3437,62,C0,289 COOPER STREET,11237,3,0,3,2513.0,3744.0,2002,1,C0,1400000.0,2017-02-08,15
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3437,162,C0,287 COOPER STREET,11237,3,0,3,2513.0,3744.0,2002,1,C0,1150000.0,2017-02-08,15
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3438,37,C0,1398 BUSHWICK AVENUE,11207,3,0,3,1560.0,2925.0,1901,1,C0,830000.0,2016-09-29,115
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3456,27,C0,36 PILLING STREET,11207,3,0,3,2000.0,2700.0,1905,1,C0,999000.0,2017-02-07,112
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3456,29,C0,54 PILLING STREET,11207,3,0,3,1019.0,3000.0,2007,1,C0,1100000.0,2016-09-28,9
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3468,45,C0,37 DE SALES PLACE,11207,3,0,3,2058.0,3240.0,1915,1,C0,999999.0,2016-12-22,101
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3134,41,C2,17 LOCUST STREET,11206,5,0,5,2500.0,4125.0,1931,2,C2,1800000.0,2016-11-22,85
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3155,6,C2,15 WILSON AVENUE,11237,6,0,6,2000.0,4125.0,1931,2,C2,2350000.0,2017-03-07,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3165,48,C2,235 JEFFERSON STREET,11237,6,0,6,2500.0,4125.0,1931,2,C2,1600000.0,2016-09-06,85
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3174,38,C2,245 TROUTMAN,11237,6,0,6,2500.0,4125.0,1931,2,C2,1735000.0,2017-03-13,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3175,52,C2,285 TROUTMAN STREET,11237,5,0,5,2500.0,3750.0,1931,2,C2,2300000.0,2017-03-27,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3196,26,C2,40 STARR STREET,11221,6,0,6,2500.0,4125.0,1931,2,C2,1200000.0,2016-09-15,85
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3219,12,C2,220 SUYDAM STREET,11237,6,0,6,2500.0,4200.0,1931,2,C2,1237296.0,2017-01-10,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3219,41,C2,781 HART STREET,11237,6,0,6,2500.0,4275.0,1931,2,C2,1160000.0,2017-08-14,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3236,46,C2,1511 DEKALB AVENUE,11237,6,0,6,2500.0,4275.0,1931,2,C2,1450000.0,2017-05-18,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3247,12,C2,1484 DEKALB AVENUE,11237,6,0,6,2500.0,4500.0,1931,2,C2,1300000.0,2016-09-27,85
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3247,19,C2,1498 DEKALB AVENUE,11237,6,0,6,2500.0,4500.0,1931,2,C2,1975550.0,2017-04-06,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3247,38,C2,265 STOCKHOLM STREET,11237,6,0,6,2500.0,4500.0,1931,2,C2,1000000.0,2017-04-26,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3264,28,C2,330 EVERGREEN AVENUE,11221,6,0,6,2000.0,3600.0,1905,2,C2,700000.0,2016-09-29,111
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3269,40,C2,257 HIMROD STREET,11237,6,0,6,2500.0,4500.0,1931,2,C2,1400000.0,2017-01-24,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3269,46,C2,245 HIMROD STREET,11237,6,0,6,2500.0,4500.0,1931,2,C2,1200000.0,2017-05-19,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3269,48,C2,241 HIMROD STREET,11237,6,0,6,2500.0,4350.0,1931,2,C2,1537609.0,2017-01-10,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3279,15,C2,258 HIMROD STREET,11237,6,0,6,2500.0,4350.0,1931,2,C2,1153218.0,2017-01-10,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3279,22,C2,272 HIMROD ST,11237,6,0,6,2500.0,4350.0,1931,2,C2,1500000.0,2017-03-21,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3285,88,C2,1137 GREENE AVENUE,11221,6,0,6,2500.0,4500.0,1931,2,C2,1180000.0,2017-07-21,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3289,22,C2,326 HARMAN STREET,11237,6,0,6,2837.0,4130.0,1931,2,C2,1250000.0,2016-09-15,85
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3332,24,C2,124 LINDEN STREET,11221,6,0,6,2500.0,4500.0,1931,2,C2,1223041.0,2017-01-10,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3335,10,C2,264 LINDEN STREET,11237,6,0,6,2000.0,3300.0,1931,2,C2,1350000.0,2017-03-15,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2B,3357,27,C5,34 WOODBINE STREET,11221,7,0,7,1500.0,1200.0,1931,2,C5,675000.0,2016-09-12,85
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3362,28,C3,358 IRVING AVENUE,11237,4,0,4,2800.0,3200.0,1931,2,C3,1325000.0,2017-03-23,86
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3374,37,C2,107 CORNELIA ST,11221,6,0,6,1875.0,4500.0,1913,2,C2,1615500.0,2016-10-06,103
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,1,3383,20,B1,204 CORNELIA STREET,11221,2,0,2,1800.0,3240.0,1905,2,C3,1300000.0,2016-11-10,111
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3399,28,C3,1364 HANCOCK STREET,11237,4,0,4,2000.0,3300.0,1915,2,C3,1287000.0,2017-04-28,102
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3402,55,C3,1049 HALSEY STREET,11207,4,0,4,2000.0,3300.0,1920,2,C3,775000.0,2016-09-28,96
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3420,39,C2,39 SCHAEFER STREET,11207,5,0,5,2500.0,3875.0,1912,2,C2,1400000.0,2016-09-13,104
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3420,40,C2,37 SCHAEFER STREET,11207,6,0,6,2500.0,4200.0,1912,2,C2,1450000.0,2017-06-08,105
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3154,29,S4,14 WILSON AVE,11237,4,1,5,2500.0,4500.0,1931,2,S4,2500000.0,2017-07-11,86
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3164,8,S4,67 CENTRAL AVENUE,11206,4,1,5,2500.0,4125.0,1931,2,S4,490000.0,2017-07-20,86
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3174,34,S9,214 KNICKERBOCKER AVENUE,11237,4,2,6,2500.0,4125.0,1931,2,S9,2100000.0,2016-09-13,85
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3227,31,S4,1260 MYRTLE AVENUE,11221,4,1,5,1750.0,4500.0,1930,2,S4,1825000.0,2016-09-28,86
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2B,3305,42,S5,324 CENTRAL AVE,11221,6,1,7,2500.0,4500.0,1931,2,S5,2700000.0,2017-05-04,86
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3383,8,S4,467 CENTRAL AVENUE,11221,4,1,5,2100.0,4500.0,1920,2,S4,1550000.0,2016-11-18,96
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2B,3398,7,S9,1240 HANCOCK STREET,11221,5,2,7,1720.0,3920.0,1909,2,S9,1600000.0,2017-03-23,108
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3404,5,S3,537 CENTRAL AVE,11207,3,1,4,2000.0,3300.0,1906,2,S3,1900000.0,2017-07-20,111
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3417,28,S4,562 WILSON AVENUE,11207,4,1,5,1875.0,4125.0,1912,2,S4,1740520.0,2017-05-10,105
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3438,33,S9,1388 BUSHWICK AVENUE,11207,2,3,5,3760.0,3664.0,1931,2,S9,1800000.0,2017-06-29,86
3,BUSHWICK,22 STORE BUILDINGS                         ,4,3137,49,K1,826 FLUSHING AVENUE,11206,1,3,4,2375.0,3520.0,1920,4,K4,3600000.0,2016-09-29,96
3,BUSHWICK,22 STORE BUILDINGS                         ,4,3279,2,K4,427 KNICKERBOCKER AVENUE,11237,0,1,1,2500.0,4470.0,1931,4,K4,6000000.0,2017-05-12,86
3,BUSHWICK,22 STORE BUILDINGS                         ,4,3306,1,K4,317 CENTRAL AVENUE,11221,1,1,2,2500.0,3625.0,1931,4,K4,20000.0,2017-08-09,86
3,BUSHWICK,22 STORE BUILDINGS                         ,4,3306,1,K4,317 CENTRAL AVENUE,11221,1,1,2,2500.0,3625.0,1931,4,K4,1107518.0,2017-07-25,86
3,BUSHWICK,30 WAREHOUSES                              ,4,3368,3,E1,499 EVERGREEN AVENUE,11221,0,1,1,2042.0,1900.0,2011,4,E1,2500000.0,2016-11-22,5
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,4749,38,A2,8904 AVENUE A,11236,1,0,1,2667.0,2079.0,1935,1,A2,500000.0,2017-02-10,82
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,4752,16,A5,671 EAST 92ND STREET,11236,1,0,1,2192.0,1601.0,1945,1,A5,518500.0,2017-02-27,72
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,4752,23,A5,655 EAST 92 STREET,11236,1,0,1,2192.0,1601.0,1945,1,A5,520000.0,2017-06-27,72
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7908,68,A5,258 EAST 86TH   STREET,11236,1,0,1,1440.0,864.0,1945,1,A5,424000.0,2017-04-13,72
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7908,121,A5,272 DORSET STREET,11236,1,0,1,1440.0,992.0,1940,1,A5,390000.0,2017-06-06,77
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7911,15,A5,253 EAST 86TH   STREET,11236,1,0,1,1600.0,896.0,1945,1,A5,383000.0,2017-07-03,72
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7958,69,A9,552 EAST 80TH STREET,11236,1,0,1,3000.0,968.0,1910,1,A9,175000.0,2016-09-13,106
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7961,17,A5,583 EAST 82ND STREET,11236,1,0,1,1800.0,1440.0,1965,1,A5,350000.0,2016-11-16,51
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7963,62,A1,520 EAST 85TH STREET,11236,1,0,1,2500.0,1120.0,1925,1,A1,375000.0,2017-05-26,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7983,34,A5,619 EAST 78TH   STREET,11236,1,0,1,3533.0,1400.0,1960,1,A5,150000.0,2017-05-12,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,7983,156,A5,628 EAST 79 STREET,11236,1,0,1,3333.0,1260.0,1960,1,A5,445000.0,2016-10-25,56
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8009,39,A2,8818 GLENWOOD ROAD,11236,1,0,1,1885.0,644.0,1920,1,A2,375000.0,2016-10-12,96
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8023,58,A1,940 EAST 87TH   STREET,11236,1,0,1,2000.0,1248.0,1935,1,A1,409000.0,2016-09-19,81
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8024,7,A2,8705 AVENUE J,11236,1,0,1,3000.0,1100.0,1940,1,A2,458500.0,2016-10-19,76
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8025,15,A2,951 EAST 88 STREET,11236,1,0,1,2342.0,812.0,1925,1,A2,250000.0,2017-08-14,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8025,16,A2,949 EAST 88TH   STREET,11236,1,0,1,2350.0,812.0,1925,1,A2,282000.0,2017-04-06,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8026,47,S0,1218 REMSEN AVENUE,11236,1,2,3,2500.0,1440.0,1923,1,S0,520000.0,2016-12-23,93
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8033,14,A5,1059 EAST 81ST,11236,1,0,1,1800.0,1224.0,1960,1,A5,300000.0,2017-01-26,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8033,217,A5,1047 EAST 81ST STREET,11236,1,0,1,1800.0,1224.0,1960,1,A5,255000.0,2017-04-07,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8039,38,A2,8712 AVENUE J,11236,1,0,1,3000.0,828.0,1930,1,A2,321765.0,2016-09-30,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8047,19,A5,1155 EAST 81ST STREET,11236,1,0,1,2000.0,1120.0,1965,1,A5,430000.0,2016-10-14,51
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8047,66,A5,1146 EAST 82ND   STREET,11236,1,0,1,1600.0,1120.0,1965,1,A5,455000.0,2017-08-08,52
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8047,66,A5,1146 EAST 82ND   STREET,11236,1,0,1,1600.0,1120.0,1965,1,A5,455000.0,2017-08-08,52
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8048,18,A5,1155 EAST 82ND STREET,11236,1,0,1,1600.0,1120.0,1960,1,A5,440000.0,2016-12-21,56
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8048,27,A5,1137 EAST 82ND   STREET,11236,1,0,1,1600.0,1120.0,1960,1,A5,420000.0,2016-10-24,56
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8048,31,A5,1129 EAST 82ND   STREET,11236,1,0,1,1600.0,1120.0,1960,1,A5,484500.0,2017-07-26,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8054,12,A2,1165 EAST 88TH   STREET,11236,1,0,1,1800.0,1480.0,1925,1,A2,430000.0,2016-09-01,91
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8054,68,A2,1150 EAST 89TH STREET,11236,1,0,1,2315.0,1440.0,1930,1,A2,270770.0,2017-01-25,87
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8055,55,A2,55 STILLWELL PLACE,11204,1,0,1,3250.0,860.0,1935,1,A2,671539.0,2016-09-09,81
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8056,48,A5,29 PAERDEGAT 7TH STREET,11236,1,0,1,2600.0,1870.0,1965,1,A5,455000.0,2016-09-27,51
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8065,46,A2,1214 EAST 87TH   STREET,11236,1,0,1,3333.0,1178.0,1935,1,A2,488000.0,2016-12-23,81
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8066,18,A2,1249 EAST 87 STREET,11236,1,0,1,2833.0,1400.0,1935,1,A2,315270.0,2016-11-17,81
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8067,21,A1,1247 EAST 88 STREET,11236,1,0,1,3000.0,1672.0,1935,1,A1,475000.0,2017-04-05,82
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8078,32,A2,1327 EAST 87TH   STREET,11236,1,0,1,2176.0,720.0,1925,1,A2,654808.0,2017-02-10,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8080,17,A9,1355 EAST 89TH   STREET,11236,1,0,1,2808.0,1320.0,1955,1,A9,530000.0,2017-06-22,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8142,3,A1,1013 EAST 92ND STREET,11236,1,0,1,1948.0,994.0,1935,1,A1,294000.0,2017-06-15,82
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8143,41,A1,940 EAST 94TH STREET,11236,1,0,1,2600.0,1120.0,1925,1,A1,396550.0,2016-11-02,91
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8144,47,A1,956 EAST 95TH   STREET,11236,1,0,1,2000.0,1272.0,1925,1,A1,469000.0,2017-03-02,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8146,17,A9,949 E 96TH ST,11236,1,0,1,2000.0,520.0,1925,1,A9,429000.0,2017-07-25,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8163,30,A1,1023 EAST 94TH   STREET,11236,1,0,1,2500.0,1264.0,1925,1,A1,425000.0,2017-03-06,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8167,4,A2,9815 GLENWOOD RD,11236,1,0,1,1204.0,630.0,1925,1,A2,325000.0,2016-11-15,91
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8173,54,A1,634 EAST 105 STREET,11236,1,0,1,1750.0,1020.0,1925,1,A1,682636.0,2017-03-29,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8182,65,A1,126 CONKLIN AVE,11236,1,0,1,2700.0,1472.0,1925,1,A1,448800.0,2016-12-01,91
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8183,35,A1,1097 EAST 95TH STREET,11236,1,0,1,3885.0,1860.0,1925,1,A1,338676.0,2017-04-25,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8187,8,A5,9907 FLATLANDS AVENUE,11236,1,0,1,1350.0,1156.0,1955,1,A5,425000.0,2017-06-12,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8187,33,A2,9900 GLENWOOD ROAD,11236,1,0,1,6000.0,1064.0,1930,1,A2,420000.0,2016-12-30,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8187,39,A2,9918 GLENWOOD ROAD,11236,1,0,1,3458.0,1040.0,1925,1,A2,740000.0,2017-03-03,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8198,49,A1,1182 E 91 STREET,11236,1,0,1,2000.0,1156.0,1915,1,A1,200000.0,2016-10-26,101
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8198,68,A9,1228 EAST 91ST STREET,11236,1,0,1,5265.0,1008.0,1920,1,A9,520000.0,2016-10-26,96
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8199,21,A1,1209 EAST 91ST STREET,11236,1,0,1,2247.0,1080.0,1955,1,A1,475000.0,2017-08-18,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8199,43,S1,1172 EAST 92ND STREET,11236,1,1,2,2026.0,3360.0,1940,1,S1,500000.0,2017-02-17,77
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8203,25,A1,1193 EAST 95TH STREET,11236,1,0,1,2980.0,864.0,1915,1,A1,344000.0,2016-10-13,101
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8203,31,A1,1173 EAST 95TH STREET,11236,1,0,1,2471.0,924.0,1910,1,A1,344000.0,2016-10-13,106
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8204,64,A1,1562 ROCKAWAY PARKWAY,11236,1,0,1,1950.0,1040.0,1925,1,A1,220000.0,2017-08-02,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8217,50,A5,1311 REMSEN AVENUE,11236,1,0,1,2430.0,1368.0,1955,1,A5,480500.0,2016-12-30,61
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8217,53,A5,1290 EAST 91ST   STREET,11236,1,0,1,3200.0,1368.0,1955,1,A5,525000.0,2017-06-15,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8221,41,A5,9420 AVENUE J,11236,1,0,1,1991.0,996.0,1960,1,A5,480000.0,2016-11-21,56
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8221,64,A1,1298 EAST 95TH STREET,11236,1,0,1,2500.0,1216.0,1925,1,A1,460000.0,2017-04-10,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8234,43,A5,10571 AVENUE K,11236,1,0,1,2000.0,1600.0,1965,1,A5,525000.0,2017-05-01,52
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8238,135,A1,9204 AVENUE K,11236,1,0,1,1600.0,1376.0,1925,1,A1,680000.0,2017-07-13,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8238,135,A1,9204 AVENUE K,11236,1,0,1,1600.0,1376.0,1925,1,A1,380000.0,2017-01-27,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8239,27,A2,1365 EAST 93 STREET,11236,1,0,1,2825.0,800.0,1945,1,A2,418000.0,2017-05-12,72
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8241,35,A9,1331 EAST 95TH   STREET,11236,1,0,1,1295.0,1599.0,2002,1,A9,430000.0,2017-03-16,15
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8241,65,A2,1370 EAST 96TH STREET,11236,1,0,1,2800.0,920.0,1920,1,A2,469000.0,2017-01-26,97
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8242,25,A2,1353 EAST 96TH STREET,11236,1,0,1,3500.0,800.0,1920,1,A2,300000.0,2017-01-05,97
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8244,7,A2,9805 AVENUE L,11236,1,0,1,2423.0,820.0,1925,1,A2,390000.0,2017-06-05,92
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8257,39,S1,9204 AVENUE L,11236,1,1,2,1656.0,1944.0,1931,1,S1,640000.0,2017-04-24,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8257,41,S1,9208 AVENUE L,11236,1,1,2,1629.0,1944.0,1931,1,S1,370000.0,2017-03-29,86
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8262,9,A2,1835 ROCKAWAY PARKWAY,11236,1,0,1,2750.0,720.0,1920,1,A2,450000.0,2016-11-18,96
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8262,10,A9,1833 ROCKAWAY PARKWAY,11236,1,0,1,2750.0,900.0,1920,1,A9,427000.0,2016-12-30,96
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8263,57,A5,1246 EAST 99TH STREET,11236,1,0,1,2600.0,896.0,1950,1,A5,425000.0,2017-07-21,67
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8265,9,A9,1279 EAST 100 STREET,11236,1,0,1,4000.0,1432.0,1955,1,A9,530000.0,2016-12-23,61
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8266,62,A9,1242 EAST 102 STREET,11236,1,0,1,4000.0,1256.0,1960,1,A9,465000.0,2016-10-17,56
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8267,18,A5,1257 EAST 102 STREET,11236,1,0,1,2600.0,1080.0,1955,1,A5,460000.0,2017-05-17,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8267,24,A9,1245 EAST 102 STREET,11236,1,0,1,4200.0,1407.0,1955,1,A9,550000.0,2017-01-30,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8267,56,A9,1242 EAST 103RD STREET,11236,1,0,1,4200.0,1413.0,1955,1,A9,450000.0,2017-04-21,62
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8268,63,S1,1258 EAST 104TH STREET,11236,1,1,2,2600.0,1156.0,1960,1,S1,300000.0,2017-08-15,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8273,16,A5,10823 FLATLANDS 9 STREET,11236,1,0,1,2350.0,2044.0,1965,1,A5,469000.0,2017-02-07,52
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8273,16,A5,108-23 FLATLANDS 9TH STREET,11236,1,0,1,2350.0,2044.0,1965,1,A5,350000.0,2016-10-11,51
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8277,17,A2,1575 CANARSIE ROAD,11236,1,0,1,2999.0,805.0,1901,1,A2,400000.0,2017-07-13,116
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8279,27,A1,1517 EAST 95TH   STREET,11236,1,0,1,2999.0,1120.0,1920,1,A1,468000.0,2017-03-15,97
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8285,18,A1,1361 EAST 101ST STREET,11236,1,0,1,4650.0,1416.0,1960,1,A1,605000.0,2017-04-20,57
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8285,67,A1,1356 EAST 102ND STREET,11236,1,0,1,4167.0,1704.0,1960,1,A1,385000.0,2016-11-10,56
