borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,building_age
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9605,79,A1,10711 125TH STREET,11419,1,0,1,2000.0,1170.0,1925,1,A1,480000.0,2016-10-20,91
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9606,28,A2,107-48 127TH   STREET,11419,1,0,1,3600.0,1246.0,1925,1,A2,400000.0,2017-08-17,92
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9607,61,A1,107-47 127 STREET,11419,1,0,1,2000.0,1296.0,1920,1,A1,429000.0,2016-09-07,96
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9607,77,A1,107-15 127TH STREET,11419,1,0,1,2300.0,1155.0,1920,1,A1,330000.0,2017-05-09,97
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9608,8,A1,107-12 129 STREET,11419,1,0,1,2500.0,1115.0,1901,1,A1,545000.0,2017-07-28,116
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9610,30,A1,130-25 109TH   AVENUE,11420,1,0,1,1903.0,1296.0,1925,1,A1,464000.0,2017-02-28,92
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,1,9614,73,A1,107-19 134TH STREET,11419,1,0,1,2500.0,1394.0,1920,1,A1,492500.0,2016-10-11,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9184,38,B2,102-39 85TH DRIVE,11418,2,0,2,3200.0,2240.0,1915,1,B2,660000.0,2017-01-31,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9187,39,S2,102-43 JAMAICA AVENUE,11418,2,1,3,3270.0,2756.0,1920,1,S2,565000.0,2017-03-13,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9200,14,B3,86-18 105TH   STREET,11418,2,0,2,5000.0,1915.0,1910,1,B3,789000.0,2017-06-06,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9200,27,B3,86-50 105TH   STREET,11418,2,0,2,5000.0,2937.0,1915,1,B3,790000.0,2016-09-15,101
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9200,42,S2,104-17 JAMAICA AVENUE,11418,2,1,3,2025.0,4000.0,1930,1,S2,775000.0,2016-09-02,86
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9202,47,S2,106-01 JAMAICA AVENUE,11418,2,1,3,1717.0,3078.0,1931,1,S2,1150000.0,2016-11-30,85
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9203,65,B3,86-35 107TH STREET,11418,2,0,2,5000.0,2855.0,1905,1,B3,855000.0,2017-04-18,112
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9206,15,B2,110-15 84 AVENUE,11418,2,0,2,4000.0,2838.0,1925,1,B2,885000.0,2017-05-08,92
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9210,1,B3,84-05 112TH   STREET,11418,2,0,2,10925.0,3635.0,1910,1,B3,1260000.0,2017-08-23,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9221,20,B3,8532 114TH STREET,11418,2,0,2,5217.0,3488.0,1910,1,B3,550000.0,2017-07-27,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9224,37,S2,110-23 JAMAICA AVENUE,11418,2,1,3,1985.0,3725.0,1915,1,S2,175000.0,2017-03-17,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9224,54,B3,86-39 110TH   STREET,11418,2,0,2,4742.0,2301.0,1910,1,B3,751190.0,2017-05-24,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9225,39,B3,86-43 111TH STREET,11418,2,0,2,2500.0,1760.0,1935,1,B3,732000.0,2017-07-17,82
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9229,42,B3,85-81 115TH ST,11418,2,0,2,3742.0,2278.0,1910,1,B3,727000.0,2016-10-26,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9254,13,S2,86-10 117TH STREET,11418,2,1,3,1980.0,2970.0,1931,1,S2,1040000.0,2017-06-16,86
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9274,74,B3,86-36 121TH STREET,11418,2,0,2,2500.0,1840.0,1925,1,B3,637000.0,2016-10-17,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9274,87,B1,86-27 120TH   STREET,11418,2,0,2,2000.0,1480.0,1945,1,B1,540000.0,2016-12-16,71
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9281,69,B3,86-31 127TH STREET,11418,2,0,2,2000.0,1216.0,1920,1,B3,310000.0,2016-11-14,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9285,81,B2,135-38 KEW GARDENS ROAD,11418,2,0,2,1948.0,1740.0,1920,1,B2,535000.0,2017-06-20,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9288,143,B1,88-11 102ND STREET,11418,2,0,2,2000.0,2128.0,1920,1,B1,270000.0,2017-05-15,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9289,22,B3,105-08 JAMAICA AVENUE,11418,2,0,2,1765.0,2080.0,1920,1,B3,580000.0,2017-08-16,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9289,54,B3,104-33 88TH AVENUE,11418,2,0,2,1862.0,1566.0,1930,1,B3,600000.0,2017-08-10,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9289,70,B1,87-13 104TH   STREET,11418,2,0,2,1933.0,2200.0,1920,1,B1,550000.0,2017-04-06,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9294,36,B2,90-17 102ND STREET,11418,2,0,2,2000.0,2320.0,1920,1,B2,600000.0,2017-02-27,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9295,46,B2,104-37 90TH   AVENUE,11418,2,0,2,2500.0,2200.0,1920,1,B2,639000.0,2017-07-21,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9299,41,B2,87-73 109TH   STREET,11418,2,0,2,2000.0,1728.0,1940,1,B2,685000.0,2016-09-01,76
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9300,60,B3,8741 110TH STREET,11418,2,0,2,2500.0,1440.0,1920,1,B3,307000.0,2016-12-12,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9300,63,B2,87-33 110TH   STREET,11418,2,0,2,2500.0,2064.0,1920,1,B2,403750.0,2017-04-04,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9301,78,B3,87-86 112TH   STREET,11418,2,0,2,1800.0,1870.0,1920,1,B3,374166.0,2016-11-18,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9302,66,B3,89-04 113TH STREET,11418,2,0,2,4404.0,2136.0,1920,1,B3,617000.0,2016-12-07,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9302,107,B2,87-49 112TH STREET,11418,2,0,2,2113.0,1912.0,1920,1,B2,589000.0,2016-09-27,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9304,30,B1,87-50 115TH   STREET,11418,2,0,2,1650.0,1472.0,1920,1,B1,615000.0,2016-10-07,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9304,37,B3,87-68 115TH STREET,11418,2,0,2,1650.0,1472.0,1920,1,B3,450000.0,2016-11-10,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9304,68,B1,87-15 114TH STREET,11418,2,0,2,2000.0,2000.0,1920,1,B1,600000.0,2017-02-24,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9309,38,B2,92-09 102ND   STREET,11418,2,0,2,5000.0,1988.0,1920,1,B2,860000.0,2017-03-03,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9311,11,B3,104-36 91ST AVE,11418,2,0,2,1800.0,1404.0,1920,1,B3,525000.0,2017-06-09,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9312,10,B2,104-20 92ND AVENUE,11418,2,0,2,2200.0,2008.0,1925,1,B2,585000.0,2016-10-28,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9313,9,B3,104-18 93RD AVENUE,11418,2,0,2,2000.0,1120.0,1920,1,B3,602000.0,2017-01-10,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9313,12,B3,104-24 93RD   AVENUE,11418,2,0,2,2000.0,1120.0,1920,1,B3,602500.0,2017-06-07,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9315,1,B2,91-02 109TH STREET,11418,2,0,2,2500.0,2332.0,1910,1,B2,715000.0,2016-09-15,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9317,27,B3,110-03 ATLANTIC AVENUE,11418,2,0,2,1805.0,1956.0,1920,1,B3,400000.0,2017-05-12,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9317,35,B3,91-59 110TH   STREET,11418,2,0,2,3000.0,1684.0,1920,1,B3,480000.0,2016-12-15,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9317,35,B3,91-59 110TH STREET,11418,2,0,2,3000.0,1684.0,1920,1,B3,730000.0,2016-11-28,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9317,43,B3,91-37 110TH   STREET,11418,2,0,2,2500.0,1224.0,1920,1,B3,646000.0,2017-01-12,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9319,59,B1,112-11 92ND   AVENUE,11418,2,0,2,3360.0,1600.0,2007,1,B1,400000.0,2016-09-23,9
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9322,41,B3,89-27 114 ST,11418,2,0,2,4158.0,1670.0,1920,1,B3,570000.0,2016-12-22,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9324,13,B3,91-16 115 ST,11418,2,0,2,2900.0,2360.0,1920,1,B3,640000.0,2016-10-14,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9325,20,B3,91-32 116 STREET,11418,2,0,2,2790.0,1767.0,1920,1,B3,480000.0,2017-07-19,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9325,20,B3,91-32 116TH STREET,11418,2,0,2,2790.0,1767.0,1920,1,B3,230000.0,2017-04-17,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9326,71,B3,87-47 116 ST,11418,2,0,2,5520.0,3603.0,1910,1,B3,15000.0,2017-05-05,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9326,76,B2,87-39 116TH STREET,11418,2,0,2,2760.0,2258.0,1920,1,B2,807500.0,2017-04-06,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9333,2,S2,124-04 JAMAICA AVENUE,11418,2,1,3,1539.0,2470.0,1920,1,S2,602000.0,2017-01-26,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9334,76,B2,87-19 125 STREET,11418,2,0,2,1900.0,1932.0,1920,1,B2,640000.0,2017-04-26,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9335,26,B1,127-01 87TH   ROAD,11418,2,0,2,2500.0,2080.0,1920,1,B1,450000.0,2016-11-03,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9336,28,B1,127-02 87TH   ROAD,11418,2,0,2,1817.0,1670.0,1925,1,B1,360000.0,2017-05-26,92
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9337,17,B2,87-22 130TH STREET,11418,2,0,2,2000.0,1920.0,1920,1,B2,500000.0,2016-11-17,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9347,31,B2,120-03 91ST AVENUE,11418,2,0,2,2208.0,2090.0,1920,1,B2,400000.0,2017-03-27,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9349,59,B3,91-13 117TH STREET,11418,2,0,2,3680.0,1974.0,1910,1,B3,12950.0,2017-05-25,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9351,31,B2,91-50 120TH   STREET,11418,2,0,2,3248.0,3069.0,1901,1,B2,678750.0,2017-07-19,116
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9353,2,B2,126-04 89TH   AVENUE,11418,2,0,2,2000.0,2000.0,1920,1,B2,775000.0,2017-08-14,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9354,18,B3,89-26 129TH   STREET,11418,2,0,2,1700.0,2040.0,1915,1,B3,416800.0,2016-09-26,101
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9379,5,B2,101-12 95TH AVENUE,11416,2,0,2,2521.0,1680.0,1920,1,B2,625000.0,2017-06-23,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9382,34,B2,9531 102 STREET,11416,2,0,2,2017.0,1742.0,1920,1,B2,560000.0,2016-09-19,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9385,4,B3,104-18 94TH AVENUE,11416,2,0,2,1852.0,1400.0,1920,1,B3,510000.0,2017-02-28,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9385,22,B3,94-08 106TH STREET,11416,2,0,2,2071.0,1944.0,1920,1,B3,425000.0,2017-04-18,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9385,23,B3,94-12 106TH STREET,11416,2,0,2,2027.0,1432.0,1920,1,B3,565000.0,2016-10-18,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9388,26,B3,106-01 95TH AVENUE,11416,2,0,2,2500.0,2525.0,1920,1,B3,745000.0,2017-05-15,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9394,5,B3,108-10 95TH   AVENUE,11419,2,0,2,2500.0,1847.0,1930,1,B3,195000.0,2016-11-23,86
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9395,73,B2,97-21 109TH   STREET,11419,2,0,2,2700.0,1672.0,1920,1,B2,476000.0,2016-09-08,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9398,12,B2,94-14 113TH STREET,11419,2,0,2,2321.0,2300.0,1920,1,B2,780000.0,2016-10-07,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9398,29,B1,112-15 95TH   AVENUE,11419,2,0,2,2420.0,2288.0,1910,1,B1,805000.0,2017-06-14,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9398,39,B2,9437 112TH STREET,11419,2,0,2,2725.0,2120.0,1901,1,B2,450000.0,2017-05-17,116
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9399,26,B2,94-42 114TH   STREET,11419,2,0,2,1840.0,2030.0,1901,1,B2,560000.0,2017-02-23,116
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9399,53,B2,94-11 113TH   STREET,11419,2,0,2,1937.0,1948.0,1901,1,B2,685000.0,2016-10-14,115
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9404,42,B2,97-47 102ND STREET,11416,2,0,2,2981.0,1524.0,1925,1,B2,550000.0,2016-09-28,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9405,54,B2,97-13 103 STREET,11416,2,0,2,2521.0,2400.0,1920,1,B2,610000.0,2017-08-16,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9406,26,B3,97-48 105TH   STREET,11416,2,0,2,4000.0,2112.0,1910,1,B3,655000.0,2017-05-31,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9408,27,B1,97-48 107TH   STREET,11416,2,0,2,2000.0,2080.0,1915,1,B1,425880.0,2017-01-19,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9409,6,B3,107-14 97 AVENUE,11416,2,0,2,2500.0,1200.0,1920,1,B3,390000.0,2017-02-24,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9412,7,B3,95-04 111TH   STREET,11419,2,0,2,1875.0,1564.0,1925,1,B3,390000.0,2017-03-23,92
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9412,37,B2,95-74 111TH   STREET,11419,2,0,2,2400.0,2360.0,1920,1,B2,689000.0,2017-02-17,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9412,83,B2,95-29 110TH   STREET,11419,2,0,2,2000.0,2320.0,1915,1,B2,525000.0,2017-04-24,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9413,48,B2,111-05 101ST AVENUE,11419,2,0,2,1600.0,1600.0,1930,1,B2,700000.0,2016-11-28,86
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9413,72,B2,95-31 111TH STREET,11419,2,0,2,2523.0,2360.0,1930,1,B2,525000.0,2017-03-30,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9414,21,B3,95-32 113TH STREET,11419,2,0,2,2523.0,1809.0,1920,1,B3,625000.0,2016-10-31,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9414,84,B3,95-17 112TH   STREET,11419,2,0,2,2500.0,1122.0,1930,1,B3,185000.0,2016-12-14,86
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9414,86,B2,95-13 112TH STREET,11419,2,0,2,2500.0,2232.0,1930,1,B2,587500.0,2017-04-05,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9415,25,B3,95-40 114TH   STREET,11419,2,0,2,2763.0,1905.0,1930,1,B3,733000.0,2017-02-10,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9415,58,B2,95-77 113TH   STREET,11419,2,0,2,2500.0,1956.0,1920,1,B2,635000.0,2017-05-15,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9415,74,B2,95-37 113TH STREET,11419,2,0,2,2435.0,2116.0,1920,1,B2,775000.0,2017-08-22,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9416,7,B2,114-14 95TH AVENUE,11419,2,0,2,2660.0,2024.0,1920,1,B2,770000.0,2017-07-31,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9416,62,B3,95-67 114TH   STREET,11419,2,0,2,1840.0,1248.0,1915,1,B3,555000.0,2017-08-01,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9417,73,B1,95-41 115TH   STREET,11419,2,0,2,1857.0,1956.0,1920,1,B1,565000.0,2016-10-05,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9425,4,B3,107-08 101ST AVENUE,11416,2,0,2,2000.0,2008.0,1910,1,B3,505000.0,2016-10-26,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9427,62,B2,101-25 109TH STREET,11419,2,0,2,2400.0,1720.0,1920,1,B2,520000.0,2016-11-28,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9429,8,S2,111-18 101ST AVENUE,11419,2,1,3,1808.0,1800.0,1915,1,S2,50000.0,2017-08-08,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9429,51,B3,101-51 111TH   STREET,11419,2,0,2,3000.0,2014.0,1925,1,B3,780000.0,2016-11-14,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9430,57,B2,101-39 112TH STREET,11419,2,0,2,2000.0,2020.0,1920,1,B2,460342.0,2016-10-27,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9431,26,B2,101-40 114TH STREET,11419,2,0,2,1968.0,2540.0,1930,1,B2,255000.0,2017-06-09,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9431,27,B2,101-42 114 STREET,11419,2,0,2,1968.0,2540.0,1930,1,B2,605000.0,2017-04-21,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9431,31,B3,101-48 114TH   STREET,11419,2,0,2,2206.0,1520.0,1930,1,B3,300000.0,2017-02-01,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9431,57,B3,101-47 113TH   STREET,11419,2,0,2,2800.0,1784.0,1920,1,B3,720000.0,2017-04-28,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9431,69,B3,101-19 113TH   STREET,11419,2,0,2,2500.0,1492.0,1930,1,B3,500000.0,2017-04-25,87
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9434,36,B3,116-03 95TH AVENUE,11419,2,0,2,1853.0,1376.0,1920,1,B3,645000.0,2016-10-14,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9434,50,B3,94-25 116TH STREET,11419,2,0,2,3680.0,1570.0,1920,1,B3,730000.0,2016-12-05,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9435,35,B2,117-09 95TH AVENUE,11419,2,0,2,3060.0,1777.0,1910,1,B2,440000.0,2016-12-02,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9437,8,S2,119-16 94TH AVENUE,11419,2,1,3,1800.0,3300.0,1910,1,S2,310000.0,2017-03-16,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9445,54,B3,94-13 129TH   STREET,11419,2,0,2,2717.0,1684.0,1915,1,B3,725000.0,2017-02-06,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9445,58,B1,94-03 129TH   STREET,11419,2,0,2,1054.0,2001.0,2005,1,B1,455000.0,2017-04-20,12
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9450,49,S2,94-24 VAN WYCK EXPWY SR W,11419,2,1,3,1995.0,3240.0,1930,1,S2,679965.0,2016-12-16,86
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9450,65,B3,134-09 95TH AVENUE,11419,2,0,2,2500.0,1526.0,1915,1,B3,235000.0,2017-06-27,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9451,34,B2,97-12 117TH STREET,11419,2,0,2,1886.0,2508.0,1905,1,B2,560000.0,2017-06-08,112
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9451,88,B3,95-13 116TH   STREET,11419,2,0,2,3683.0,2703.0,1910,1,B3,760000.0,2017-01-30,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9454,33,B1,95-29 118TH STREET,11419,2,0,2,2760.0,2231.0,1955,1,B1,585000.0,2017-01-18,62
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9460,21,B3,97-26 121ST   STREET,11419,2,0,2,2875.0,1888.0,1920,1,B3,624000.0,2017-05-08,97
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9461,12,B3,9714 123 STREET,11419,2,0,2,4563.0,1508.0,1925,1,B3,500000.0,2016-10-27,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9462,10,B3,123-20 95TH AVENUE,11419,2,0,2,1600.0,1008.0,1915,1,B3,410000.0,2017-04-10,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9462,28,B3,123-15 97 AVE,11419,2,0,2,4000.0,2216.0,1910,1,B3,363000.0,2016-12-14,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9462,41,B3,95-17 123RD STREET,11419,2,0,2,3405.0,2255.0,1905,1,B3,634000.0,2017-01-04,112
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9465,17,B3,97-24 125TH STREET,11419,2,0,2,2002.0,1424.0,1925,1,B3,619000.0,2016-10-12,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9465,40,B3,97-15 124TH STREET,11419,2,0,2,2674.0,1833.0,1910,1,B3,650000.0,2016-12-15,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9470,1,B3,127-02 95TH AVENUE,11419,2,0,2,1890.0,1376.0,1920,1,B3,180000.0,2016-10-14,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9470,39,B3,9517 127 STREET,11419,2,0,2,2748.0,1376.0,1920,1,B3,540000.0,2016-09-01,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9476,11,B3,130-22 97TH   AVENUE,11419,2,0,2,2523.0,1902.0,1920,1,B3,322000.0,2016-12-09,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9480,121,B1,132-11 101 AVENUE,11419,2,0,2,2272.0,1760.0,1960,1,B1,640000.0,2017-05-23,57
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9482,41,B3,134-11 97TH AVENUE,11419,2,0,2,3250.0,2072.0,1920,1,B3,300000.0,2016-11-10,96
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9482,55,B2,95-11 134TH   STREET,11419,2,0,2,2500.0,1768.0,1991,1,B2,650000.0,2017-01-18,26
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9482,56,B2,95-09 134TH STREET,11419,2,0,2,2502.0,1768.0,1991,1,B2,650000.0,2016-12-22,25
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9485,44,B3,101-59 117 STREET,11419,2,0,2,2760.0,1936.0,1915,1,B3,600000.0,2017-03-23,102
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9486,42,B1,118-05 103RD   AVENUE,11419,2,0,2,1853.0,1880.0,1960,1,B1,650000.0,2017-03-08,57
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9486,62,B3,101-27 118TH   STREET,11419,2,0,2,3680.0,1452.0,1910,1,B3,620000.0,2016-09-30,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9486,70,B3,101-11 118TH STREET,11419,2,0,2,3680.0,2203.0,1910,1,B3,420000.0,2016-10-17,106
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9487,30,B3,101-52 120TH   STREET,11419,2,0,2,5625.0,1969.0,1910,1,B3,570000.0,2017-05-31,107
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9488,23,B1,101-34 121 STREET,11419,2,0,2,2474.0,1690.0,1950,1,B1,410000.0,2017-04-21,67
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9492,12,B3,101-12 126TH   STREET,11419,2,0,2,4037.0,3233.0,1925,1,B3,900000.0,2016-11-04,91
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9492,20,B3,101-28 126 STREET,11419,2,0,2,2018.0,1155.0,1925,1,B3,342000.0,2017-07-12,92
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9493,21,B2,102-08 127TH   STREET,11419,2,0,2,6055.0,2857.0,1925,1,B2,800000.0,2016-12-08,91
